result, time
3,28.0
4,24.0
3,20.0
7,36.0
3,26.0
2,20.0
3,22.0
4,28.0
5,31.0
3,23.0
2,17.0
2,25.0
2,20.0
2,20.0
0,13.0
2,26.0
1,16.0
1,17.0
3,25.0
1,17.0
2,19.0
3,82.0
1,18.0
2,23.0
1,19.0
2,17.0
6,37.0
4,31.0
1,20.0
4,30.0
2,25.0
3,30.0
1,17.0
1,15.0
2,20.0
1,15.0
3,25.0
6,46.0
2,15.0
1,15.0
2,21.0
2,22.0
2,20.0
5,32.0
1,18.0
1,19.0
0,2.0
0,9.0
5,30.0
3,21.0
4,31.0
1,16.0
3,29.0
2,21.0
1,17.0
1,18.0
3,151.0
5,33.0
4,23.0
1,15.0
1,17.0
1,12.0
4,31.0
1,15.0
1,16.0
3,20.0
3,26.0
2,22.0
2,23.0
3,23.0
1,16.0
3,24.0
3,26.0
1,17.0
4,28.0
3,24.0
3,23.0
1,18.0
1,13.0
1,17.0
1,15.0
5,32.0
6,37.0
6,35.0
2,21.0
4,29.0
2,57.0
2,24.0
2,21.0
1,16.0
1,15.0
5,38.0
5,36.0
5,30.0
2,27.0
3,27.0
5,34.0
4,21.0
2,21.0
3,31.0
